Index,Image,Output
51823,13740,No
51824,129198,No
51825,102283,Yes
51826,94360,No
51827,174460,Yes
51828,55928,No
51829,142039,Yes
51830,192885,Yes
51831,157122,Yes
51832,74835,Yes
51833,34042,Yes
51834,43363,No
51835,82647,Yes
51836,114599,Yes
51837,190906,No
51838,1525,No
51839,97941,No
51840,150547,No
51841,136990,No
51842,138686,No
51843,171509,No
51844,116086,Yes
51845,36798,No
51846,199804,No
51847,5738,No
51848,86570,No
51849,91080,Yes
51850,168190,No
51851,64371,No
51852,21528,No
51853,1041,No
51854,164066,Yes
51855,593,No
51856,103323,No
51857,33776,No
51858,60976,Yes
51859,107597,No
51860,180906,Yes
51861,76108,No
51862,69658,No
51863,66631,No
51864,202494,Yes
51865,61341,No
51866,154621,Yes
51867,181287,No
51868,31041,Yes
51869,3918,No
51870,62978,No
51871,179552,No
51872,94807,No
51873,51571,Yes
51874,26320,No
51875,10167,No
51876,21605,No
51877,127860,No
51878,1605,No
51879,15291,No
51880,164887,Yes
51881,99459,Yes
51882,151406,Yes
51883,103148,No
51884,78262,No
51885,154738,No
51886,197881,Yes
51887,143,No
51888,183582,No
51889,137456,No
51890,40515,Yes
51891,6435,No
51892,180529,Yes
51893,109864,No
51894,199184,Yes
51895,13542,No
51896,11080,No
51897,38590,No
51898,99466,Yes
51899,51639,No
51900,50760,Yes
51901,184688,Yes
51902,141063,No
51903,29878,No
51904,77302,No
51905,24148,No
51906,32017,Yes
51907,16918,No
51908,108490,Yes
51909,159587,Yes
51910,41343,Yes
51911,128640,Yes
51912,175856,No
51913,149973,No
51914,40598,Yes
51915,142347,No
51916,81816,Yes
51917,42073,No
51918,21074,No
51919,178748,No
51920,189781,No
51921,89146,Yes
51922,154606,Yes
51923,15469,No
51924,10524,No
51925,81203,Yes
51926,59229,Yes
51927,180092,No
51928,75677,No
51929,73092,Yes
51930,75171,No
51931,174910,Yes
51932,133014,Yes
51933,13293,No
51934,35436,No
51935,25723,No
51936,5869,No
51937,131121,Yes
51938,44745,Yes
51939,196462,Yes
51940,62035,Yes
51941,142468,Yes
51942,8258,No
51943,118216,No
51944,67690,Yes
51945,32984,No
51946,59804,Yes
51947,148864,No
51948,114490,Yes
51949,50135,Yes
51950,136589,Yes
51951,116397,No
51952,79504,Yes
51953,69311,Yes
51954,28982,No
51955,111337,Yes
51956,49768,No
51957,8376,No
51958,75831,Yes
51959,120747,No
51960,135438,Yes
51961,44839,Yes
51962,62920,Yes
51963,158903,Yes
51964,118205,No
51965,78107,No
51966,10719,Yes
51967,20760,No
51968,31802,No
51969,102058,No
51970,194231,Yes
51971,63119,No
51972,87869,Yes
51973,51251,Yes
51974,120421,Yes
51975,162739,Yes
51976,69124,No
51977,12284,No
51978,135033,No
51979,56511,No
51980,142856,No
51981,138507,Yes
51982,59468,No
51983,104637,Yes
51984,30475,Yes
51985,1843,No
51986,184864,No
51987,127275,No
51988,22157,No
51989,100092,Yes
51990,101806,Yes
51991,125600,No
51992,140825,Yes
51993,72898,Yes
51994,187322,No
51995,157770,Yes
51996,49131,Yes
51997,132080,No
51998,136053,Yes
51999,129612,No
52000,29681,No
52001,204433,Yes
52002,82354,No
52003,107005,Yes
52004,121060,Yes
52005,54591,Yes
52006,185979,No
52007,156587,Yes
52008,18316,No
52009,136649,Yes
52010,128669,Yes
52011,33789,Yes
52012,49387,No
52013,2160,No
52014,6237,No
52015,147103,No
52016,40086,Yes
52017,84864,Yes
52018,29516,No
52019,151065,Yes
52020,57522,No
52021,195478,Yes
52022,159138,No
52023,202121,No
52024,23657,No
52025,145699,Yes
52026,57221,Yes
52027,123114,No
52028,154730,Yes
52029,119643,Yes
52030,151075,Yes
52031,198169,No
52032,134523,Yes
52033,21199,No
52034,3372,No
52035,61590,Yes
52036,90660,No
52037,198264,Yes
52038,152581,No
52039,166315,No
52040,106603,Yes
52041,89500,No
52042,86222,Yes
52043,129115,No
52044,171343,Yes
52045,167364,No
52046,33268,Yes
52047,124394,Yes
52048,139591,Yes
52049,88355,No
52050,33857,Yes
52051,205565,Yes
52052,88565,Yes
52053,107110,Yes
52054,58955,No
52055,78871,Yes
52056,109195,Yes
52057,181182,Yes
52058,140564,No
52059,127474,Yes
52060,134972,No
52061,59801,Yes
52062,157239,No
52063,185066,Yes
52064,40671,Yes
52065,149555,No
52066,192265,Yes
52067,117839,Yes
52068,31574,Yes
52069,131670,Yes
52070,168780,No
52071,176556,No
52072,199937,No
52073,85956,No
52074,135836,Yes
52075,8011,No
52076,11786,No
52077,74962,Yes
52078,59803,Yes
52079,6464,No
52080,10084,No
52081,181019,Yes
52082,126010,No
52083,169407,Yes
52084,77125,Yes
52085,82121,No
52086,174124,No
52087,58580,Yes
52088,200197,Yes
52089,130947,No
52090,146022,Yes
52091,151739,No
52092,178337,No
52093,113877,Yes
52094,70106,No
52095,15585,No
52096,183411,Yes
52097,134138,Yes
52098,28536,No
52099,121473,Yes
52100,98516,No
52101,135450,Yes
52102,24248,No
52103,179506,No
52104,164219,Yes
52105,155474,No
52106,20123,No
52107,47260,Yes
52108,183484,Yes
52109,123228,Yes
52110,39152,No
52111,80429,No
52112,51782,No
52113,75696,No
52114,80829,Yes
52115,73955,No
52116,106378,No
52117,68248,Yes
52118,116559,No
52119,132096,No
52120,169690,Yes
52121,42409,Yes
52122,6229,No
52123,123718,No
52124,33237,Yes
52125,63062,No
52126,45116,No
52127,153480,Yes
52128,73436,Yes
52129,200510,No
52130,79209,No
52131,16984,No
52132,191349,No
52133,145109,Yes
52134,36931,Yes
52135,44309,No
52136,109121,Yes
52137,21619,No
52138,95764,Yes
52139,119807,Yes
52140,73987,No
52141,76279,Yes
52142,163632,Yes
52143,85436,Yes
52144,30727,No
52145,130287,No
52146,176358,No
52147,187238,No
52148,22550,No
52149,90813,Yes
52150,194377,Yes
52151,119299,Yes
52152,9328,No
52153,23730,No
52154,89203,Yes
52155,90776,No
52156,155475,No
52157,183985,Yes
52158,148209,No
52159,54865,Yes
52160,76981,No
52161,137557,No
52162,80578,No
52163,191111,Yes
52164,139282,No
52165,184279,Yes
52166,156158,No
52167,92057,Yes
52168,55572,Yes
52169,72299,Yes
52170,44310,No
52171,50840,Yes
52172,180105,No
52173,113819,Yes
52174,63572,No
52175,131590,No
52176,187680,Yes
52177,67896,No
52178,153243,Yes
52179,54579,No
52180,126681,Yes
52181,23251,No
52182,184808,No
52183,199099,Yes
52184,109042,Yes
52185,190539,Yes
52186,11292,No
52187,134300,Yes
52188,187082,Yes
52189,10772,No
52190,10788,No
52191,103062,Yes
52192,77449,No
52193,196157,No
52194,19475,No
52195,165405,Yes
52196,4321,No
52197,14090,No
52198,42577,No
52199,120341,Yes
52200,82383,Yes
52201,59969,No
52202,15247,No
52203,152718,Yes
52204,35983,Yes
52205,56269,Yes
52206,12578,No
52207,90398,Yes
52208,101472,No
52209,133264,No
52210,91243,No
52211,104358,No
52212,92818,Yes
52213,116275,Yes
52214,20208,No
52215,12875,No
52216,73361,No
52217,66069,No
52218,2644,No
52219,73678,Yes
52220,35489,No
52221,56069,Yes
52222,53736,Yes
52223,127868,No
52224,147081,No
52225,43230,No
52226,144807,Yes
52227,202523,Yes
52228,131063,Yes
52229,31016,Yes
52230,157176,Yes
52231,121799,No
52232,172551,Yes
52233,27636,No
52234,20988,No
52235,207611,No
52236,386,No
52237,151562,Yes
52238,27689,No
52239,203798,Yes
52240,175132,Yes
52241,37441,Yes
52242,83349,Yes
52243,14517,No
52244,52118,No
52245,100280,No
52246,50875,Yes
52247,127333,No
52248,65613,Yes
52249,127713,No
52250,162965,Yes
52251,82109,Yes
52252,657,No
52253,178492,Yes
52254,58054,Yes
52255,86490,No
52256,123995,Yes
52257,193855,No
52258,77868,Yes
52259,85641,Yes
52260,87353,Yes
52261,148754,No
52262,17673,No
52263,189707,No
52264,54676,No
52265,43711,Yes
52266,12935,No
52267,199246,No
52268,150578,No
52269,126305,Yes
52270,186866,Yes
52271,187661,Yes
52272,33381,Yes
52273,209923,No
52274,133610,Yes
52275,164830,Yes
52276,46140,Yes
52277,81873,Yes
52278,30671,No
52279,126848,Yes
52280,36866,Yes
52281,115434,Yes
52282,16211,No
52283,4031,No
52284,146932,No
52285,93619,No
52286,178275,No
52287,107435,No
52288,99336,Yes
52289,106247,No
52290,5843,No
52291,57724,No
52292,103844,No
52293,145713,No
52294,37826,No
52295,17302,No
52296,45778,No
52297,41430,No
52298,44869,Yes
52299,158696,Yes
52300,146985,No
52301,165909,Yes
52302,10317,No
52303,146527,No
52304,79101,Yes
52305,99046,No
52306,158502,No
52307,201045,No
52308,5864,No
52309,22677,No
52310,156075,No
52311,140336,No
52312,154896,No
52313,179107,Yes
52314,55331,No
52315,39268,No
52316,94975,No
52317,19839,No
52318,152243,Yes
52319,132283,Yes
52320,151204,No
52321,11316,No
52322,3784,No
52323,14188,No
52324,80531,No
52325,29857,No
52326,169528,Yes
52327,100702,No
52328,24660,No
52329,126672,No
52330,107453,No
52331,182725,Yes
52332,122198,Yes
52333,175660,Yes
52334,171389,Yes
52335,56662,Yes
52336,136890,No
52337,40681,Yes
52338,124316,No
52339,9910,No
52340,187288,No
52341,138191,No
52342,173019,Yes
52343,188405,No
52344,186924,Yes
52345,99879,Yes
52346,106559,Yes
52347,156162,No
52348,10299,No
52349,66022,No
52350,199886,No
52351,83606,Yes
52352,37881,No
52353,157293,No
52354,106403,Yes
52355,171683,No
52356,177278,Yes
52357,90609,Yes
52358,159024,No
52359,116297,Yes
52360,163403,Yes
52361,28543,No
52362,125567,No
52363,182160,Yes
52364,116617,Yes
52365,119285,Yes
52366,129801,Yes
52367,73376,No
52368,193342,No
52369,66675,No
52370,34506,Yes
52371,97375,No
52372,162096,No
52373,199528,Yes
52374,134433,No
52375,185265,Yes
52376,187599,Yes
52377,191280,Yes
52378,103367,No
52379,37358,No
52380,64410,Yes
52381,65144,Yes
52382,83298,Yes
52383,188751,Yes
52384,106863,No
52385,172062,Yes
52386,198265,Yes
52387,39395,Yes
52388,184292,No
52389,131407,No
52390,36447,Yes
52391,81630,No
52392,182131,Yes
52393,56667,Yes
52394,160846,No
52395,113150,Yes
52396,168743,Yes
52397,8690,No
52398,107538,No
52399,191868,Yes
52400,8166,No
52401,151742,No
52402,51194,No
52403,34165,Yes
52404,23507,No
52405,199174,Yes
52406,87341,Yes
52407,129192,No
52408,175785,Yes
52409,77254,Yes
52410,104853,Yes
52411,7811,No
52412,90453,Yes
52413,43491,Yes
52414,18490,No
52415,163880,No
52416,44153,Yes
52417,42218,Yes
52418,100080,Yes
52419,147312,Yes
52420,102592,Yes
52421,115006,Yes
52422,86463,No
52423,130077,Yes
52424,52854,Yes
52425,156666,No
52426,151887,No
52427,41968,Yes
52428,51845,Yes
52429,61177,No
52430,107706,Yes
52431,41941,Yes
52432,65238,Yes
52433,20262,No
52434,82424,Yes
52435,72082,No
52436,167554,No
52437,182976,No
52438,79221,No
52439,32037,Yes
52440,6200,No
52441,138457,Yes
52442,121080,Yes
52443,6783,No
52444,97873,No
52445,104775,Yes
52446,45008,No
52447,190656,Yes
52448,129573,No
52449,209272,Yes
52450,85259,No
52451,170557,No
52452,125115,Yes
52453,191254,Yes
52454,158267,Yes
52455,68157,Yes
52456,96447,Yes
52457,51249,Yes
52458,308,No
52459,36,No
52460,23396,No
52461,36217,Yes
52462,201438,Yes
52463,24905,No
52464,95394,Yes
52465,180421,Yes
52466,93892,Yes
52467,2609,No
52468,173504,Yes
52469,39740,No
52470,205323,Yes
52471,107374,Yes
52472,60079,No
52473,44069,Yes
52474,207560,Yes
52475,148579,Yes
52476,181847,No
52477,18135,No
52478,196946,No
52479,113959,No
52480,114540,No
52481,151258,No
52482,149034,Yes
52483,98079,Yes
52484,61169,No
52485,32090,Yes
52486,17737,No
52487,7878,No
52488,125294,Yes
52489,122819,Yes
52490,194256,Yes
52491,169950,No
52492,143118,Yes
52493,22214,No
52494,98146,Yes
52495,76120,Yes
52496,5363,No
52497,156271,Yes
52498,51273,Yes
52499,56511,No
52500,200925,Yes
52501,109136,No
52502,71374,Yes
52503,128175,Yes
52504,154886,No
52505,116675,Yes
52506,47868,Yes
52507,22694,No
52508,80586,No
52509,135885,Yes
52510,126734,Yes
52511,120951,Yes
52512,162767,No
52513,116003,Yes
52514,80979,No
52515,189128,No
52516,7403,No
52517,51731,Yes
52518,71767,Yes
52519,53963,Yes
52520,170380,No
52521,88995,No
52522,145357,No
52523,183418,Yes
52524,39205,Yes
52525,5651,No
52526,41519,No
52527,114140,No
52528,134596,No
52529,71561,Yes
52530,2652,No
52531,76412,Yes
52532,90037,No
52533,115380,No
52534,88293,No
52535,209759,Yes
52536,81187,No
52537,185907,No
52538,186295,Yes
52539,193117,Yes
52540,170995,No
52541,14484,No
52542,78285,Yes
52543,57622,No
52544,91407,Yes
52545,57955,Yes
52546,41857,Yes
52547,192870,Yes
52548,103793,Yes
52549,16448,No
52550,156946,Yes
52551,69492,Yes
52552,84661,No
52553,141557,Yes
52554,186353,Yes
52555,65882,Yes
52556,128985,No
52557,175251,No
52558,16849,No
52559,166996,No
52560,84407,Yes
52561,57319,Yes
52562,20152,No
52563,207691,No
52564,153892,Yes
52565,193953,No
52566,197670,Yes
52567,122977,Yes
52568,189791,No
52569,139543,Yes
52570,140520,No
52571,154016,Yes
52572,29501,No
52573,39950,Yes
52574,58802,No
52575,206604,Yes
52576,167596,No
52577,27046,No
52578,174123,No
52579,47485,No
52580,171397,Yes
52581,64876,No
52582,81894,Yes
52583,181595,Yes
52584,127602,Yes
52585,97158,Yes
52586,70640,Yes
52587,47312,No
52588,166326,No
52589,143809,Yes
52590,49053,Yes
52591,164214,Yes
52592,136344,No
52593,51669,No
52594,5212,No
52595,96976,Yes
52596,23660,No
52597,24338,No
52598,160454,Yes
52599,180849,Yes
52600,158374,No
52601,128115,Yes
52602,64055,Yes
52603,197498,No
52604,8461,No
52605,116608,Yes
52606,168913,Yes
52607,100388,No
52608,209908,No
52609,36187,No
52610,49299,No
52611,185461,No
52612,122048,Yes
52613,38498,No
52614,142800,No
52615,54529,Yes
52616,144712,No
52617,195031,No
52618,55754,No
52619,162629,Yes
52620,172971,No
52621,30508,No
52622,78485,Yes
52623,165018,No
52624,87194,No
52625,207385,Yes
52626,4275,No
52627,156843,Yes
52628,117445,Yes
52629,36186,No
52630,161902,Yes
52631,72631,No
52632,118836,No
52633,124842,No
52634,131111,Yes
52635,66216,Yes
52636,47825,Yes
52637,97770,No
52638,38593,No
52639,90440,Yes
52640,178682,Yes
52641,163578,Yes
52642,150603,No
52643,196463,Yes
52644,108478,Yes
52645,19158,No
52646,158178,Yes
52647,192673,No
52648,84796,No
52649,152839,Yes
52650,39480,Yes
52651,172888,No
52652,182617,Yes
52653,202723,Yes
52654,164074,Yes
52655,52841,Yes
52656,118217,No
52657,131116,Yes
52658,23611,No
52659,82352,No
52660,143564,Yes
52661,129945,Yes
52662,197707,Yes
52663,93238,No
52664,24482,No
52665,124787,No
52666,137947,No
52667,90563,Yes
52668,58769,Yes
52669,51161,No
52670,106227,No
52671,15163,No
52672,34597,Yes
52673,11672,No
52674,199603,Yes
52675,39231,Yes
52676,16664,No
52677,194566,No
52678,102218,Yes
52679,3115,No
52680,93421,Yes
52681,184052,Yes
52682,143818,Yes
52683,135612,No
52684,176960,Yes
52685,112356,No
52686,193981,No
52687,185104,Yes
52688,160238,No
52689,75556,No
52690,76519,Yes
52691,117929,Yes
52692,153017,No
52693,197541,Yes
52694,14596,No
52695,171414,Yes
52696,126158,No
52697,29038,No
52698,131871,Yes
52699,46380,No
52700,62862,Yes
52701,109222,No
52702,135021,No
52703,118449,Yes
52704,150590,No
52705,92916,No
52706,34787,No
52707,19346,No
52708,149040,Yes
52709,108688,No
52710,83631,No
52711,192028,No
52712,171071,No
52713,120729,No
52714,147758,No
52715,26157,No
52716,146410,No
52717,204601,No
52718,126442,Yes
52719,162205,Yes
52720,150879,Yes
52721,58418,No
52722,47441,No
52723,22486,No
52724,187991,No
52725,152473,No
52726,25508,No
52727,122990,Yes
52728,73908,No
52729,204231,Yes
52730,106170,Yes
52731,143381,Yes
52732,43842,No
52733,160201,No
52734,6330,No
52735,81697,No
52736,208339,No
52737,62443,No
52738,70762,Yes
52739,22973,No
52740,190314,No
52741,5407,No
52742,150208,Yes
52743,151959,No
52744,31235,No
52745,201587,Yes
52746,129217,Yes
52747,54937,Yes
52748,73802,No
52749,20835,No
52750,190724,No
52751,70690,Yes
52752,185286,Yes
52753,199321,No
52754,47289,Yes
52755,155353,No
52756,88716,No
52757,21484,No
52758,132550,No
52759,69093,No
52760,151396,No
52761,156458,Yes
52762,114228,Yes
52763,111718,No
52764,102935,Yes
52765,105346,Yes
52766,180661,Yes
52767,119540,No
52768,47211,Yes
52769,44024,Yes
52770,85842,No
52771,183814,No
52772,58878,No
52773,29233,No
52774,191043,Yes
52775,89516,No
52776,35451,Yes
52777,80757,Yes
52778,190281,No
52779,73524,Yes
52780,148804,No
52781,129026,No
52782,188337,No
52783,116244,Yes
52784,205370,No
52785,142291,Yes
52786,177886,Yes
52787,148079,Yes
52788,178559,Yes
52789,175687,Yes
52790,161507,No
52791,208287,No
52792,206388,Yes
52793,105693,No
52794,201483,Yes
52795,168330,Yes
52796,11605,No
52797,90027,No
52798,178491,Yes
52799,158446,No
52800,150591,Yes
52801,141018,No
52802,67977,No
52803,61346,No
52804,199844,No
52805,42870,Yes
52806,150277,Yes
52807,70255,No
52808,150345,Yes
52809,79642,Yes
52810,84850,Yes
52811,20385,No
52812,168020,No
52813,4225,No
52814,86483,No
52815,130428,No
52816,133301,No
52817,70224,No
52818,170122,Yes
52819,101888,Yes
52820,72661,Yes
52821,27470,No
52822,103018,Yes
52823,204570,No
52824,156567,Yes
52825,68948,No
52826,98389,Yes
52827,13814,No
52828,156468,Yes
52829,19944,No
52830,203276,Yes
52831,29531,No
52832,141191,No
52833,169895,No
52834,101127,Yes
52835,169143,Yes
52836,133197,No
52837,135325,Yes
52838,192081,No
52839,20904,No
52840,146136,Yes
52841,130847,No
52842,135079,No
52843,188194,Yes
52844,182080,Yes
52845,175825,No
52846,108253,Yes
52847,200849,Yes
52848,117211,Yes
52849,90092,No
52850,143251,Yes
52851,50397,Yes
52852,136343,No
52853,157522,Yes
52854,177560,Yes
52855,52609,Yes
52856,118158,No
52857,17522,No
52858,122992,Yes
52859,53536,No
52860,91967,No
52861,37777,Yes
52862,114765,No
52863,160565,Yes
52864,122201,Yes
52865,16312,No
52866,14304,No
52867,43500,Yes
52868,190888,No
52869,72224,Yes
52870,42176,No
52871,44651,Yes
52872,187111,No
52873,9937,No
52874,177993,Yes
52875,49051,Yes
52876,129652,No
52877,1215,No
52878,234,No
52879,73997,No
52880,192046,No
52881,204352,Yes
52882,42359,Yes
52883,125567,No
52884,36842,Yes
52885,29305,No
52886,77471,No
52887,47573,No
52888,192277,Yes
52889,96862,Yes
52890,158463,No
52891,38232,Yes
52892,2829,No
52893,191179,Yes
52894,104472,No
52895,7917,No
52896,166895,No
52897,57498,Yes
52898,75526,No
52899,177626,No
52900,9520,No
52901,93555,Yes
52902,156807,Yes
52903,157752,Yes
52904,83731,Yes
52905,18426,No
52906,109038,Yes
52907,128037,Yes
52908,160579,Yes
52909,153337,Yes
52910,39037,No
52911,18663,No
52912,6521,No
52913,115349,No
52914,19136,No
52915,58666,Yes
52916,80830,Yes
52917,143267,Yes
52918,203068,Yes
52919,4941,No
52920,142622,Yes
52921,70696,Yes
52922,46412,Yes
52923,19824,No
52924,173017,Yes
52925,107247,Yes
52926,50544,No
52927,147260,Yes
52928,139680,Yes
52929,111910,Yes
52930,96068,No
52931,30729,No
52932,171912,Yes
52933,201006,No
52934,7026,No
52935,177203,Yes
52936,200572,No
52937,190083,Yes
52938,27761,No
52939,28892,No
52940,205225,No
52941,132955,Yes
52942,27612,No
52943,141484,Yes
52944,28993,No
52945,18832,No
52946,146577,No
52947,149646,Yes
52948,85970,No
52949,58078,Yes
52950,65930,Yes
52951,1626,No
52952,153012,No
52953,181484,Yes
52954,191783,Yes
52955,150625,No
52956,102880,Yes
52957,153017,No
52958,168762,No
52959,96374,Yes
52960,12598,No
52961,36310,Yes
52962,93831,Yes
52963,12476,No
52964,28252,No
52965,19730,No
52966,133667,Yes
52967,83029,Yes
52968,178488,Yes
52969,82183,Yes
52970,158845,Yes
52971,57656,No
52972,72174,Yes
52973,43994,No
52974,173861,Yes
52975,168641,No
52976,91994,No
52977,121927,No
52978,13044,Yes
52979,29646,No
52980,3656,No
52981,147607,No
52982,104745,Yes
52983,135729,No
52984,139669,Yes
52985,1023,No
52986,64966,No
52987,21993,No
52988,90593,Yes
52989,48947,Yes
52990,83819,Yes
52991,56675,Yes
52992,55014,Yes
52993,9204,No
52994,182034,No
52995,63,No
52996,95097,Yes
52997,26567,No
52998,104247,Yes
52999,66755,No
53000,25816,No
53001,122487,No
53002,153639,No
53003,201201,Yes
53004,68972,Yes
53005,62457,No
53006,150353,Yes
53007,48203,Yes
53008,141919,Yes
53009,2233,No
53010,108708,No
53011,119358,No
53012,26325,No
53013,185885,Yes
53014,161645,Yes
53015,197681,Yes
53016,77886,Yes
53017,33344,Yes
53018,178093,Yes
53019,138952,Yes
53020,142833,No
53021,145742,No
53022,2897,No
53023,148122,No
53024,134638,Yes
53025,152878,Yes
53026,41678,Yes
53027,94677,Yes
53028,9437,No
53029,142103,Yes
53030,195920,Yes
53031,46422,Yes
53032,73037,Yes
53033,50059,Yes
53034,615,No
53035,109939,Yes
53036,64077,Yes
53037,196329,No
53038,159854,Yes
53039,157211,No
53040,111921,Yes
53041,13034,Yes
53042,37068,Yes
53043,143643,Yes
53044,119083,Yes
53045,96717,No
53046,130031,Yes
53047,34435,Yes
53048,179911,Yes
53049,28866,No
53050,202572,Yes
53051,178481,Yes
53052,70646,Yes
53053,186309,Yes
53054,113736,Yes
53055,85792,Yes
53056,103172,Yes
53057,49934,No
53058,198238,Yes
53059,40204,No
53060,38789,Yes
53061,154047,Yes
53062,29324,No
53063,81171,No
53064,184851,No
53065,94704,No
53066,42682,No
53067,51535,No
53068,13890,No
53069,122376,No
53070,159632,No
53071,9574,No
53072,87007,No
53073,14501,No
53074,113372,No
53075,102170,No
53076,161363,Yes
53077,143819,Yes
53078,28986,No
53079,44424,No
53080,50157,Yes
53081,122575,No
53082,136732,No
53083,166238,No
53084,163523,Yes
53085,38139,Yes
53086,551,No
53087,146318,No
53088,102628,No
53089,101032,No
53090,163175,Yes
53091,184026,Yes
53092,153820,Yes
53093,165341,Yes
53094,136771,No
53095,133989,No
53096,114116,No
53097,136727,No
53098,13499,Yes
53099,15512,No
53100,96910,Yes
53101,190593,Yes
53102,94830,No
53103,18314,No
53104,150996,Yes
53105,105555,No
53106,94668,Yes
53107,66676,No
53108,119331,No
53109,83758,Yes
53110,68755,Yes
53111,135133,No
53112,53764,Yes
53113,74431,No
53114,198570,No
53115,111480,Yes
53116,73228,No
53117,4279,No
53118,40930,No
53119,118847,No
53120,128325,Yes
53121,181024,Yes
53122,188985,No
53123,182947,Yes
53124,113990,No
53125,159649,No
53126,34443,Yes
53127,187513,Yes
53128,177026,No
53129,208383,Yes
53130,127329,Yes
53131,205640,Yes
53132,72300,Yes
53133,57896,Yes
53134,174140,No
53135,92521,No
53136,42156,No
53137,194591,No
53138,146679,Yes
53139,147169,Yes
53140,193393,No
53141,107190,Yes
53142,188168,Yes
53143,46107,No
53144,1371,No
53145,954,Yes
53146,207711,No
53147,201927,Yes
53148,35491,Yes
53149,135852,Yes
53150,56548,No
53151,87154,No
53152,6616,No
53153,7583,No
53154,158077,Yes
53155,52889,Yes
53156,62687,Yes
53157,61169,No
53158,69376,Yes
53159,32048,Yes
53160,153535,No
53161,106579,Yes
53162,12238,No
53163,65072,Yes
53164,139624,Yes
53165,57830,Yes
53166,119686,Yes
53167,183229,Yes
53168,154702,No
53169,41785,Yes
53170,136127,No
53171,64904,No
53172,140150,Yes
53173,129149,Yes
53174,39918,Yes
53175,170351,Yes
53176,114786,Yes
53177,170814,Yes
53178,180356,Yes
53179,94458,No
53180,66382,Yes
53181,156478,Yes
53182,141601,Yes
53183,141360,Yes
53184,181738,No
53185,96880,Yes
53186,130933,Yes
53187,107110,Yes
53188,166599,Yes
53189,173562,No
53190,186546,No
53191,190083,Yes
53192,150237,Yes
53193,77839,Yes
53194,161869,Yes
53195,3888,No
53196,165519,Yes
53197,25844,No
53198,117416,Yes
53199,136942,No
53200,155156,Yes
53201,113358,Yes
53202,41207,Yes
53203,115978,No
53204,122772,Yes
53205,150437,Yes
53206,129907,Yes
53207,112185,No
53208,155027,Yes
53209,132291,Yes
53210,197982,No
53211,145993,No
53212,116560,No
53213,197383,Yes
53214,144679,Yes
53215,107282,Yes
53216,150290,Yes
53217,138173,No
53218,153068,No
53219,74978,No
53220,187565,Yes
53221,182851,Yes
53222,146228,Yes
53223,184008,Yes
53224,193008,Yes
53225,78248,Yes
53226,203829,Yes
53227,23719,No
53228,65750,Yes
53229,64563,Yes
53230,128192,Yes
53231,51038,No
53232,81614,No
53233,142606,Yes
53234,65130,Yes
53235,63236,Yes
53236,26223,No
53237,46931,No
53238,127958,No
53239,97958,No
53240,63687,No
53241,56238,Yes
53242,22208,No
53243,72346,Yes
53244,196498,Yes
53245,59264,Yes
53246,56794,Yes
53247,209827,Yes
53248,207614,No
53249,28641,No
53250,204399,Yes
53251,187518,Yes
53252,136307,No
53253,115221,No
53254,180524,Yes
53255,25748,No
53256,27364,No
53257,40117,Yes
53258,68588,No
53259,206027,Yes
53260,55134,Yes
53261,113266,Yes
53262,108944,Yes
53263,106685,Yes
53264,32639,Yes
53265,201671,No
53266,123842,Yes
53267,79363,No
53268,87384,Yes
53269,33516,No
53270,207829,Yes
53271,175708,No
53272,169334,No
53273,192306,Yes
53274,183809,Yes
53275,47574,No
53276,33040,No
53277,134494,No
53278,21672,No
53279,48490,Yes
53280,77067,Yes
53281,37476,Yes
53282,141656,No
53283,68849,Yes
53284,18323,No
53285,159646,No
53286,196375,Yes
53287,86952,Yes
53288,182103,Yes
53289,5468,No
53290,54187,No
53291,199696,Yes
53292,783,No
53293,151543,Yes
53294,168253,Yes
53295,51418,Yes
53296,172557,Yes
53297,87170,No
53298,69306,Yes
53299,4988,No
53300,128559,Yes
53301,136259,No
53302,207604,No
53303,135628,No
53304,62128,Yes
53305,114997,Yes
53306,123499,Yes
53307,132838,Yes
53308,161906,No
53309,50991,Yes
53310,7758,No
53311,78243,Yes
53312,156420,Yes
53313,200380,No
53314,62279,Yes
53315,18738,No
53316,89350,Yes
53317,3368,No
53318,14060,No
53319,94451,Yes
53320,26110,No
53321,54166,No
53322,64064,Yes
53323,189646,No
53324,116526,No
53325,157355,No
53326,35165,Yes
53327,168068,No
53328,150676,No
53329,127741,No
53330,170506,No
53331,198236,Yes
53332,73394,No
53333,138110,No
53334,190895,No
53335,99922,Yes
53336,143680,Yes
53337,2171,No
53338,124611,Yes
53339,111244,Yes
53340,154751,No
53341,124994,Yes
53342,41579,No
53343,61036,Yes
53344,96299,Yes
53345,61363,No
53346,167753,Yes
53347,161675,Yes
53348,152933,No
53349,22876,No
53350,77689,Yes
53351,136065,Yes
53352,33425,Yes
53353,39928,Yes
53354,97689,Yes
53355,83222,Yes
53356,137023,Yes
53357,148722,No
53358,122797,Yes
53359,207020,No
53360,68636,Yes
53361,111104,No
53362,81112,No
53363,35575,No
53364,52238,No
53365,128333,No
53366,100876,No
53367,640,No
53368,127077,Yes
53369,18781,No
53370,209232,Yes
53371,209386,No
53372,101285,Yes
53373,132702,No
53374,162695,No
53375,86,No
53376,66539,Yes
53377,157554,Yes
53378,81974,Yes
53379,34052,Yes
53380,88462,Yes
53381,135523,No
